"Step","Group: text10-vision10 - evaluation/blimp/determiner_noun_agreement","Group: text10-vision10 - evaluation/blimp/determiner_noun_agreement__MIN","Group: text10-vision10 - evaluation/blimp/determiner_noun_agreement__MAX","Group: text10-vision100 - evaluation/blimp/determiner_noun_agreement","Group: text10-vision100 - evaluation/blimp/determiner_noun_agreement__MIN","Group: text10-vision100 - evaluation/blimp/determiner_noun_agreement__MAX","Group: text1-vision10 - evaluation/blimp/determiner_noun_agreement","Group: text1-vision10 - evaluation/blimp/determiner_noun_agreement__MIN","Group: text1-vision10 - evaluation/blimp/determiner_noun_agreement__MAX","Group: text1-vision100 - evaluation/blimp/determiner_noun_agreement","Group: text1-vision100 - evaluation/blimp/determiner_noun_agreement__MIN","Group: text1-vision100 - evaluation/blimp/determiner_noun_agreement__MAX","Group: text1-vision1 - evaluation/blimp/determiner_noun_agreement","Group: text1-vision1 - evaluation/blimp/determiner_noun_agreement__MIN","Group: text1-vision1 - evaluation/blimp/determiner_noun_agreement__MAX","Group: text10-vision1 - evaluation/blimp/determiner_noun_agreement","Group: text10-vision1 - evaluation/blimp/determiner_noun_agreement__MIN","Group: text10-vision1 - evaluation/blimp/determiner_noun_agreement__MAX","Group: text10-vision0 - evaluation/blimp/determiner_noun_agreement","Group: text10-vision0 - evaluation/blimp/determiner_noun_agreement__MIN","Group: text10-vision0 - evaluation/blimp/determiner_noun_agreement__MAX","Group: text1-vision0 - evaluation/blimp/determiner_noun_agreement","Group: text1-vision0 - evaluation/blimp/determiner_noun_agreement__MIN","Group: text1-vision0 - evaluation/blimp/determiner_noun_agreement__MAX"
"1741","","","","","","","","","","","","","","","","","","","52.84000015258789","52.84000015258789","52.84000015258789","","",""
"1784","","","","","","","","","","","","","","","","","","","","","","66.83999633789062","66.83999633789062","66.83999633789062"
"1791","","","","","","","","","","","","","","","","54.400001525878906","54.400001525878906","54.400001525878906","","","","","",""
"1871","","","","","","","71.31999969482422","71.31999969482422","71.31999969482422","70.05000305175781","70.05000305175781","70.05000305175781","","","","","","","","","","","",""
"1886","66.06999969482422","66.06999969482422","66.06999969482422","69.08000183105469","69.08000183105469","69.08000183105469","","","","","","","","","","","","","","","","","",""
"1913","","","","","","","","","","","","","53.9900016784668","53.9900016784668","53.9900016784668","","","","","","","","",""
"1915","","","","","","","","","","","","","","","","","","","53.41999816894531","53.41999816894531","53.41999816894531","","",""
"1958","","","","","","","","","","","","","","","","","","","","","","69.45999908447266","69.45999908447266","69.45999908447266"
"1970","","","","","","","","","","","","","","","","55.29999923706055","55.29999923706055","55.29999923706055","","","","","",""
"2022","","","","","","","71.93000030517578","71.93000030517578","71.93000030517578","72.01000213623047","72.01000213623047","72.01000213623047","","","","","","","","","","","",""
"2058","67.52999877929688","67.52999877929688","67.52999877929688","70.98999786376953","70.98999786376953","70.98999786376953","","","","","","","","","","","","","","","","","",""
"2089","","","","","","","","","","","","","","","","","","","53.43000030517578","53.43000030517578","53.43000030517578","","",""
"2092","","","","","","","","","","","","","55.31999969482422","55.31999969482422","55.31999969482422","","","","","","","","",""
"2132","","","","","","","","","","","","","","","","","","","","","","71.70999908447266","71.70999908447266","71.70999908447266"
"2149","","","","","","","","","","","","","","","","55.689998626708984","55.689998626708984","55.689998626708984","","","","","",""
"2209","","","","","","","73.43000030517578","73.43000030517578","73.43000030517578","72.22000122070312","72.22000122070312","72.22000122070312","","","","","","","","","","","",""
"2230","70.66000366210938","70.66000366210938","70.66000366210938","73.13999938964844","73.13999938964844","73.13999938964844","","","","","","","","","","","","","","","","","",""
"2263","","","","","","","","","","","","","","","","","","","54.41999816894531","54.41999816894531","54.41999816894531","","",""
"2271","","","","","","","","","","","","","55.279998779296875","55.279998779296875","55.279998779296875","","","","","","","","",""
"2306","","","","","","","","","","","","","","","","","","","","","","73.8499984741211","73.8499984741211","73.8499984741211"
"2328","","","","","","","","","","","","","","","","55.25","55.25","55.25","","","","","",""
"2396","","","","","","","76.36000061035156","76.36000061035156","76.36000061035156","74.94999694824219","74.94999694824219","74.94999694824219","","","","","","","","","","","",""
"2402","72.69000244140625","72.69000244140625","72.69000244140625","74.88999938964844","74.88999938964844","74.88999938964844","","","","","","","","","","","","","","","","","",""
"2437","","","","","","","","","","","","","","","","","","","55.13999938964844","55.13999938964844","55.13999938964844","","",""
"2450","","","","","","","","","","","","","57.959999084472656","57.959999084472656","57.959999084472656","","","","","","","","",""
"2480","","","","","","","","","","","","","","","","","","","","","","75.4800033569336","75.4800033569336","75.4800033569336"
"2507","","","","","","","","","","","","","","","","56.9900016784668","56.9900016784668","56.9900016784668","","","","","",""
"2543","","","","","","","","","","","","","60.130001068115234","60.130001068115234","60.130001068115234","","","","","","","","",""
"2547","","","","","","","77.43000030517578","77.43000030517578","77.43000030517578","73.62999725341797","73.62999725341797","73.62999725341797","","","","","","","","","","","",""
"2574","74.56999969482422","74.56999969482422","74.56999969482422","75.20999908447266","75.20999908447266","75.20999908447266","","","","","","","","","","","","","","","","","",""
"2611","","","","","","","","","","","","","","","","","","","57.08000183105469","57.08000183105469","57.08000183105469","77.11000061035156","77.11000061035156","77.11000061035156"
"2614","73.30999755859375","73.30999755859375","73.30999755859375","","","","","","","","","","","","","","","","","","","","",""
"2686","","","","","","","","","","","","","","","","58.880001068115234","58.880001068115234","58.880001068115234","","","","","",""
"2700","","","","76.63999938964844","76.63999938964844","76.63999938964844","","","","","","","","","","","","","","","","","",""
"2722","","","","","","","","","","","","","62.130001068115234","62.130001068115234","62.130001068115234","","","","","","","","",""
"2734","","","","","","","78.4800033569336","78.4800033569336","78.4800033569336","74.93000030517578","74.93000030517578","74.93000030517578","","","","","","","","","","","",""
"2785","","","","","","","","","","","","","","","","","","","58.68000030517578","58.68000030517578","58.68000030517578","79.66999816894531","79.66999816894531","79.66999816894531"
"2793","75.70999908447266","75.70999908447266","75.70999908447266","","","","","","","","","","","","","","","","","","","","",""
"2865","","","","","","","","","","","","","","","","61.630001068115234","61.630001068115234","61.630001068115234","","","","","",""
"2873","","","","","","","","","","","","","","","","","","","60.970001220703125","60.970001220703125","60.970001220703125","","",""
"2879","","","","76.27999877929688","76.27999877929688","76.27999877929688","","","","","","","","","","","","","","","","","",""
"2885","","","","","","","78.87000274658203","78.87000274658203","78.87000274658203","77.94000244140625","77.94000244140625","77.94000244140625","","","","","","","","","","","",""
"2901","","","","","","","","","","","","","63.38999938964844","63.38999938964844","63.38999938964844","","","","","","","","",""
"2958","","","","","","","","","","","","","","","","63.7599983215332","63.7599983215332","63.7599983215332","","","","","",""
"2959","","","","","","","","","","","","","","","","","","","","","","79.9000015258789","79.9000015258789","79.9000015258789"
"2972","74.41000366210938","74.41000366210938","74.41000366210938","","","","","","","","","","","","","","","","","","","","",""
"3047","","","","","","","","","","","","","","","","","","","62.04999923706055","62.04999923706055","62.04999923706055","","",""
"3058","","","","79.62999725341797","79.62999725341797","79.62999725341797","","","","","","","","","","","","","","","","","",""
"3072","","","","","","","79.13999938964844","79.13999938964844","79.13999938964844","78.19000244140625","78.19000244140625","78.19000244140625","","","","","","","","","","","",""
"3080","","","","","","","","","","","","","65.62999725341797","65.62999725341797","65.62999725341797","","","","","","","","",""
"3133","","","","","","","","","","","","","","","","","","","","","","79.62999725341797","79.62999725341797","79.62999725341797"
"3137","","","","","","","","","","","","","","","","65.62999725341797","65.62999725341797","65.62999725341797","","","","","",""
"3151","77.72000122070312","77.72000122070312","77.72000122070312","","","","","","","","","","","","","","","","","","","","",""
"3221","","","","","","","","","","","","","","","","","","","64.3499984741211","64.3499984741211","64.3499984741211","","",""
"3223","","","","","","","80.08000183105469","80.08000183105469","80.08000183105469","78.87999725341797","78.87999725341797","78.87999725341797","","","","","","","","","","","",""
"3237","","","","79.44000244140625","79.44000244140625","79.44000244140625","","","","","","","","","","","","","","","","","",""
"3259","","","","","","","","","","","","","67.22000122070312","67.22000122070312","67.22000122070312","","","","","","","","",""
"3307","","","","","","","","","","","","","","","","","","","","","","79.41000366210938","79.41000366210938","79.41000366210938"
"3316","","","","","","","","","","","","","","","","67.04000091552734","67.04000091552734","67.04000091552734","","","","","",""
"3330","78.9800033569336","78.9800033569336","78.9800033569336","","","","","","","","","","","","","","","","","","","","",""
"3395","","","","","","","","","","","","","","","","","","","67.54000091552734","67.54000091552734","67.54000091552734","","",""
"3410","","","","","","","79.08999633789062","79.08999633789062","79.08999633789062","80.55999755859375","80.55999755859375","80.55999755859375","","","","","","","","","","","",""
"3416","","","","80.55999755859375","80.55999755859375","80.55999755859375","","","","","","","","","","","","","","","","","",""
"3438","","","","","","","","","","","","","67.36000061035156","67.36000061035156","67.36000061035156","","","","","","","","",""
"3481","","","","","","","","","","","","","","","","","","","","","","80.87000274658203","80.87000274658203","80.87000274658203"
"3495","","","","","","","","","","","","","","","","68.94999694824219","68.94999694824219","68.94999694824219","","","","","",""
"3509","80.41999816894531","80.41999816894531","80.41999816894531","","","","","","","","","","","","","","","","","","","","",""
"3569","","","","","","","","","","","","","","","","","","","67.41000366210938","67.41000366210938","67.41000366210938","","",""
"3595","","","","79.23999786376953","79.23999786376953","79.23999786376953","","","","","","","","","","","","","","","","","",""
"3597","","","","","","","79.41000366210938","79.41000366210938","79.41000366210938","80.5999984741211","80.5999984741211","80.5999984741211","","","","","","","","","","","",""
"3612","","","","","","","","","","","","","","","","","","","","","","81.19999694824219","81.19999694824219","81.19999694824219"
"3617","","","","","","","","","","","","","68.02999877929688","68.02999877929688","68.02999877929688","","","","","","","","",""
"3674","","","","","","","","","","","","","","","","70.33999633789062","70.33999633789062","70.33999633789062","","","","","",""
"3688","80.18000030517578","80.18000030517578","80.18000030517578","","","","","","","","","","","","","","","","","","","","",""
"3743","","","","","","","","","","","","","","","","","","","72.3499984741211","72.3499984741211","72.3499984741211","","",""
"3748","","","","","","","78.69000244140625","78.69000244140625","78.69000244140625","80.18000030517578","80.18000030517578","80.18000030517578","","","","","","","","","","","",""
"3774","","","","80.58999633789062","80.58999633789062","80.58999633789062","","","","","","","","","","","","","","","","","",""
"3781","80.01000213623047","80.01000213623047","80.01000213623047","","","","","","","","","","","","","","","","","","","","",""
"3786","","","","","","","","","","","","","","","","","","","","","","81.08999633789062","81.08999633789062","81.08999633789062"
"3796","","","","","","","","","","","","","69.81999969482422","69.81999969482422","69.81999969482422","","","","","","","","",""
"3853","","","","","","","","","","","","","","","","70.66000366210938","70.66000366210938","70.66000366210938","","","","","",""
"3917","","","","","","","","","","","","","","","","","","","72.3499984741211","72.3499984741211","72.3499984741211","","",""
"3935","","","","","","","79.26000213623047","79.26000213623047","79.26000213623047","80.79000091552734","80.79000091552734","80.79000091552734","","","","","","","","","","","",""
"3949","","","","","","","","","","","","","70.68000030517578","70.68000030517578","70.68000030517578","","","","","","","","",""
"3953","","","","79.75","79.75","79.75","","","","","","","","","","","","","","","","","",""
"3960","82.69999694824219","82.69999694824219","82.69999694824219","","","","","","","","","","","","","","","","","","","81.08999633789062","81.08999633789062","81.08999633789062"
"4032","","","","","","","","","","","","","","","","72.73999786376953","72.73999786376953","72.73999786376953","","","","","",""
"4046","","","","80.70999908447266","80.70999908447266","80.70999908447266","","","","","","","","","","","","","","","","","",""
"4068","","","","","","","","","","","","","72.86000061035156","72.86000061035156","72.86000061035156","","","","","","","","",""
"4086","","","","","","","79.58999633789062","79.58999633789062","79.58999633789062","82.22000122070312","82.22000122070312","82.22000122070312","","","","","","","","","","","",""
"4091","","","","","","","","","","","","","","","","","","","75.05000305175781","75.05000305175781","75.05000305175781","","",""
"4134","","","","","","","","","","","","","","","","","","","","","","79.62999725341797","79.62999725341797","79.62999725341797"
"4139","81.29000091552734","81.29000091552734","81.29000091552734","","","","","","","","","","","","","","","","","","","","",""
"4179","","","","","","","","","","","","","","","","","","","76.36000061035156","76.36000061035156","76.36000061035156","","",""
"4211","","","","","","","","","","","","","","","","74.13999938964844","74.13999938964844","74.13999938964844","","","","","",""
"4225","","","","81.58000183105469","81.58000183105469","81.58000183105469","","","","","","","","","","","","","","","","","",""
"4247","","","","","","","","","","","","","73.31999969482422","73.31999969482422","73.31999969482422","","","","","","","","",""
"4273","","","","","","","79.36000061035156","79.36000061035156","79.36000061035156","81.26000213623047","81.26000213623047","81.26000213623047","","","","","","","","","","","",""
"4304","","","","","","","","","","","","","","","","75.77999877929688","75.77999877929688","75.77999877929688","","","","","",""
"4308","","","","","","","","","","","","","","","","","","","","","","81.27999877929688","81.27999877929688","81.27999877929688"
"4318","83.08000183105469","83.08000183105469","83.08000183105469","","","","","","","","","","","","","","","","","","","","",""
"4353","","","","","","","","","","","","","","","","","","","76.9000015258789","76.9000015258789","76.9000015258789","","",""
"4404","","","","81.08999633789062","81.08999633789062","81.08999633789062","","","","","","","","","","","","","","","","","",""
"4424","","","","","","","77.95999908447266","77.95999908447266","77.95999908447266","80.75","80.75","80.75","","","","","","","","","","","",""
"4426","","","","","","","","","","","","","73.93000030517578","73.93000030517578","73.93000030517578","","","","","","","","",""
"4439","","","","","","","","","","","","","","","","","","","","","","80.38999938964844","80.38999938964844","80.38999938964844"
"4483","","","","","","","","","","","","","","","","77.87999725341797","77.87999725341797","77.87999725341797","","","","","",""
"4497","81.7699966430664","81.7699966430664","81.7699966430664","","","","","","","","","","","","","","","","","","","","",""
"4527","","","","","","","","","","","","","","","","","","","77.58999633789062","77.58999633789062","77.58999633789062","","",""
"4583","","","","83.25","83.25","83.25","","","","","","","","","","","","","","","","","",""
"4605","","","","","","","","","","","","","75.13999938964844","75.13999938964844","75.13999938964844","","","","","","","","",""
"4611","","","","","","","78.93000030517578","78.93000030517578","78.93000030517578","80.44000244140625","80.44000244140625","80.44000244140625","","","","","","","","","","","",""
"4613","","","","","","","","","","","","","","","","","","","","","","81.02999877929688","81.02999877929688","81.02999877929688"
"4662","","","","","","","","","","","","","","","","79.61000061035156","79.61000061035156","79.61000061035156","","","","","",""
"4676","84.33999633789062","84.33999633789062","84.33999633789062","","","","","","","","","","","","","","","","","","","","",""
"4701","","","","","","","","","","","","","","","","","","","78.27999877929688","78.27999877929688","78.27999877929688","","",""
"4762","","","","81.98999786376953","81.98999786376953","81.98999786376953","","","","","","","","","","","","","","","","","",""
"4784","","","","","","","","","","","","","75.91999816894531","75.91999816894531","75.91999816894531","","","","","","","","",""
"4787","","","","","","","","","","","","","","","","","","","","","","80.43000030517578","80.43000030517578","80.43000030517578"
"4798","","","","","","","78.63999938964844","78.63999938964844","78.63999938964844","82.45999908447266","82.45999908447266","82.45999908447266","","","","","","","","","","","",""
"4841","","","","","","","","","","","","","","","","79.19999694824219","79.19999694824219","79.19999694824219","","","","","",""
"4855","83.19000244140625","83.19000244140625","83.19000244140625","","","","","","","","","","","","","","","","","","","","",""
"4875","","","","","","","","","","","","","","","","","","","78.70999908447266","78.70999908447266","78.70999908447266","","",""
"4941","","","","82.25","82.25","82.25","","","","","","","","","","","","","","","","","",""
"4949","","","","","","","77.37999725341797","77.37999725341797","77.37999725341797","79.69999694824219","79.69999694824219","79.69999694824219","","","","","","","","","","","",""
"4961","","","","","","","","","","","","","","","","","","","","","","79.37999725341797","79.37999725341797","79.37999725341797"
"4963","","","","","","","","","","","","","77.9800033569336","77.9800033569336","77.9800033569336","","","","","","","","",""
"5020","","","","","","","","","","","","","","","","82.0199966430664","82.0199966430664","82.0199966430664","","","","","",""
"5034","83.51000213623047","83.51000213623047","83.51000213623047","","","","","","","","","","","","","","","","","","","","",""
"5049","","","","","","","","","","","","","","","","","","","79.69000244140625","79.69000244140625","79.69000244140625","","",""
"5120","","","","84.51000213623047","84.51000213623047","84.51000213623047","","","","","","","","","","","","","","","","","",""
"5127","84.41000366210938","84.41000366210938","84.41000366210938","","","","","","","","","","","","","","","","","","","","",""
"5135","","","","","","","","","","","","","","","","","","","","","","79.88999938964844","79.88999938964844","79.88999938964844"
"5136","","","","","","","77.0199966430664","77.0199966430664","77.0199966430664","81.08999633789062","81.08999633789062","81.08999633789062","","","","","","","","","","","",""
"5137","","","","","","","","","","","","","","","","","","","","","","79.88999938964844","79.88999938964844","79.88999938964844"
"5142","","","","","","","","","","","","","79.33999633789062","79.33999633789062","79.33999633789062","","","","","","","","",""
"5199","","","","","","","","","","","","","","","","82.41999816894531","82.41999816894531","82.41999816894531","","","","","",""
"5223","","","","","","","","","","","","","","","","","","","79.7300033569336","79.7300033569336","79.7300033569336","","",""
"5287","","","","","","","77.30999755859375","77.30999755859375","77.30999755859375","81.16000366210938","81.16000366210938","81.16000366210938","","","","","","","","","","","",""
"5299","","","","84.69000244140625","84.69000244140625","84.69000244140625","","","","","","","","","","","","","","","","","",""
"5306","84.55000305175781","84.55000305175781","84.55000305175781","","","","","","","","","","","","","","","","","","","","",""
"5321","","","","","","","","","","","","","78.68000030517578","78.68000030517578","78.68000030517578","","","","","","","","",""
"5330","","","","","","","75.4000015258789","75.4000015258789","75.4000015258789","78.91999816894531","78.91999816894531","78.91999816894531","","","","","","","","","","","",""
"5378","","","","","","","","","","","","","","","","83.04000091552734","83.04000091552734","83.04000091552734","","","","","",""
"5397","","","","","","","","","","","","","","","","","","","80.80999755859375","80.80999755859375","80.80999755859375","","",""
"5414","","","","","","","","","","","","","79.79000091552734","79.79000091552734","79.79000091552734","","","","","","","","",""
"5478","","","","85.2699966430664","85.2699966430664","85.2699966430664","","","","","","","","","","","","","","","","","",""
"5485","82.75","82.75","82.75","","","","","","","","","","","","","","","","","","","","",""
"5509","","","","","","","77.66999816894531","77.66999816894531","77.66999816894531","77.86000061035156","77.86000061035156","77.86000061035156","","","","","","","","","","","",""
"5557","","","","","","","","","","","","","","","","84.2300033569336","84.2300033569336","84.2300033569336","","","","","",""
"5571","","","","82.98999786376953","82.98999786376953","82.98999786376953","","","","","","","","","","","","","81.87000274658203","81.87000274658203","81.87000274658203","","",""
"5593","","","","","","","","","","","","","80.06999969482422","80.06999969482422","80.06999969482422","","","","","","","","",""
"5659","","","","","","","","","","","","","","","","","","","82.06999969482422","82.06999969482422","82.06999969482422","","",""
"5664","84.29000091552734","84.29000091552734","84.29000091552734","","","","","","","","","","","","","","","","","","","","",""
"5688","","","","","","","78.51000213623047","78.51000213623047","78.51000213623047","79.94000244140625","79.94000244140625","79.94000244140625","","","","","","","","","","","",""
"5736","","","","","","","","","","","","","","","","84.55000305175781","84.55000305175781","84.55000305175781","","","","","",""
"5750","","","","82.91000366210938","82.91000366210938","82.91000366210938","","","","","","","","","","","","","","","","","",""
"5772","","","","","","","","","","","","","79.36000061035156","79.36000061035156","79.36000061035156","","","","","","","","",""
"5829","","","","","","","","","","","","","","","","84.9000015258789","84.9000015258789","84.9000015258789","","","","","",""
"5833","","","","","","","","","","","","","","","","","","","83.1500015258789","83.1500015258789","83.1500015258789","","",""
"5843","82.76000213623047","82.76000213623047","82.76000213623047","","","","","","","","","","","","","","","","","","","","",""
"5867","","","","","","","80.23999786376953","80.23999786376953","80.23999786376953","81.29000091552734","81.29000091552734","81.29000091552734","","","","","","","","","","","",""
"5929","","","","84.01000213623047","84.01000213623047","84.01000213623047","","","","","","","","","","","","","","","","","",""
"5951","","","","","","","","","","","","","80.5","80.5","80.5","","","","","","","","",""
"5970","","","","","","","","","","81.5","81.5","81.5","","","","","","","","","","","",""
"5977","","","","","","","","","","81.5","81.5","81.5","","","","","","","","","","","",""
"6003","","","","","","","79.52999877929688","79.52999877929688","79.52999877929688","","","","","","","","","","","","","","",""
"6007","","","","","","","","","","","","","","","","","","","83.8499984741211","83.8499984741211","83.8499984741211","","",""
"6008","","","","","","","","","","","","","","","","84.20999908447266","84.20999908447266","84.20999908447266","","","","","",""
